;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SERIE;ANO;CODUP;NOMEUP;Hiper_e_Supermercados_estabelecimentos_hab;Mercearias_e_similares_estabelecimentos_hab;Distribuicao_de_equipamentos_culturais;Livrarias_e_papelarias_M2_hab;Locadoras;Bancas_de_revista;Matricula_na_Educacao_Infantil;Matricula_no_Ensino_Fundamental;indice_de_Aproveitamento_no_Ensino_Fundamental;Matricula_no_Ensino_Medio;indice_de_Aproveitamento_no_Ensino_Medio;Quadras_campos_e_pistas_de_cooper;area_residencial_adequada;Padrao_de_acabamento;Seguranca_do_Terreno_indice_de_risco_geologico_efetivo;indice_de_Salubridade_Ambiental;Fornecimento_de_Energia_Eletrica;Possibilidade_de_acesso_Pavimentacao;Numero_de_veiculos_por_habitante;Frequencia_das_linhas_por_UP;Tranquilidade_sonora;Ausencia_de_coletivos_poluidores;area_de_verde__por_habitante;Centros_de_saude;Outros_equipamentos_de_assistencia_medica_estabelecimento_hab;Equipamentos_odontologicos_estabelecimento_habitante;APVP;Agencias_bancarias;Postos_de_gasolina;Farmacias;Espacos_publicos_para_inclusao_digital;Correios;Telefones_Publicos;Ausencia_de_crimes_contra_a_pessoa_homicidios_tentados_e_consumados;Ausencia_de_crimes_contra_o_patrimônio_roubo_e_furto;Ausencia_de_acidentes_de_trânsito;IOL_1_Abastecimento;IOL_2_Cultura;IOL_3_Educacao;IOL_4_Esportes;IOL_5_Habitacao;IOL_6_Infra-estrutura_urbana;IOL_7_Meio_Ambiente;IOL_8_Saude;IOL_9_Servicos_Urbanos;IOL_10_Seguranca_urbana;IQVU_1_Abastecimento;IQVU_2_Cultura;IQVU_3_Educacao;IQVU_4_Esportes;IQVU_5_Habitacao;IQVU_6_Infra-estrutura_urbana;IQVU_7_Meio_Ambiente;IQVU_8_Saude;IQVU_9_Servicos_Urbanos;IQVU_10_Seguranca_urbana;IOL;IQVU
NOVA SERIE;2010;2101;Capitäo Eduardo;0,00;0,23;0,00;0,00;0,00;0,00;86,20;130,99;88,59;7,28;76,47;0,47;0,19;0,05;0,42;0,82;64,76;50,03;2,23;11,69;472,10;100,00;320,53;0,23;0,00;0,00;30,25;0,00;0,00;0,00;9,39;0,00;28,16;9,09;125,64;205,09;0,12213;0,00000;0,67626;0,97969;0,37753;0,66826;0,96822;0,60691;0,25789;0,89971;0,12450;0,15160;0,67691;0,90808;0,37753;0,66826;0,96822;0,60143;0,29753;0,89971;0,54536;0,55162
NOVA SERIE;2010;2102;Ribeiro de Abreu;0,08;0,85;0,04;1,61;0,00;0,00;7,83;51,36;89,85;21,12;85,45;0,04;13,11;5,13;0,52;0,84;81,21;75,76;3,46;14,20;469,10;100,00;2,60;0,08;0,00;0,00;41,89;0,00;0,00;0,81;1,61;0,00;31,01;3,04;38,09;67,46;0,63485;0,05749;0,46790;0,28424;0,57836;0,72807;0,79382;0,59906;0,24161;0,52342;0,63692;0,22132;0,48015;0,42912;0,57836;0,72807;0,79382;0,59761;0,31043;0,52342;0,54241;0,56080
NOVA SERIE;2010;2103;Belmonte;0,11;1,51;0,02;7,49;0,18;0,04;35,40;110,97;88,22;74,87;75,87;0,22;13,69;4,91;0,56;0,82;89,66;78,37;5,34;13,74;452,10;100,00;18,55;0,09;0,02;0,02;21,98;0,22;0,22;2,22;2,22;0,00;48,08;1,03;9,26;32,06;0,79176;0,26260;0,78754;0,84112;0,59237;0,75426;0,96285;0,54616;0,34072;0,23053;0,79948;0,38682;0,78385;0,81687;0,59237;0,75426;0,96285;0,56883;0,39347;0,23053;0,61630;0,62841
NOVA SERIE;2010;2104;Gorduras;0,04;0,98;0,00;0,00;0,04;0,00;35,79;69,60;93,24;0,00;0,00;0,00;9,06;3,90;0,48;0,77;73,28;76,22;2,95;14,40;467,10;100,00;114,49;0,09;0,00;0,00;2,32;0,00;0,00;2,23;1,34;0,00;32,58;2,30;37,03;74,04;0,55867;0,06528;0,49544;0,00000;0,52187;0,71220;0,96771;0,20646;0,25906;0,49958;0,56023;0,20116;0,49633;0,19517;0,52187;0,71220;0,96771;0,23917;0,28505;0,49958;0,47438;0,49199
NOVA SERIE;2010;2105;Säo Paulo/Goiânia;0,16;1,74;0,06;30,11;0,13;0,06;30,72;89,15;85,13;83,90;73,91;0,08;18,96;6,28;0,62;0,91;95,91;87,29;9,35;13,62;452,10;98,08;3,90;0,08;0,08;0,03;15,00;1,12;0,32;2,56;1,60;0,16;60,10;0,76;0,00;11,49;0,86950;0,34348;0,76363;0,48499;0,65466;0,80410;0,83910;0,50197;0,42316;0,09967;0,86520;0,48278;0,77630;0,60377;0,65466;0,80410;0,83910;0,55358;0,48728;0,09967;0,61532;0,63865
NOVA SERIE;2010;2106;Cristiano Machado;0,14;1,83;0,06;32,24;0,21;0,19;63,23;121,04;91,44;98,30;81,81;0,06;42,74;11,00;0,86;0,92;109,04;97,76;11,05;13,09;419,10;96,66;3,24;0,05;0,21;0,23;32,18;4,37;1,16;3,86;1,03;0,39;47,07;0,75;0,00;0,00;0,85796;0,46670;0,87716;0,41372;0,83902;0,82691;0,81173;0,69743;0,55762;0,05730;0,85711;0,59757;0,86250;0,57759;0,83902;0,82691;0,81173;0,67747;0,55412;0,05730;0,70467;0,70836
NOVA SERIE;2010;2107;Cachoeirinha;0,12;1,83;0,00;11,19;0,06;0,12;13,95;73,45;85,93;73,94;68,02;0,09;24,02;7,60;0,67;0,92;98,83;96,97;24,27;12,54;453,10;97,26;0,36;0,06;0,12;0,03;21,68;0,00;0,61;3,66;1,22;0,00;55,49;2,03;12,43;41,19;0,83455;0,20373;0,65235;0,53206;0,70810;0,88982;0,65977;0,56553;0,37076;0,32620;0,82386;0,40355;0,69334;0,64240;0,70810;0,88982;0,65977;0,61807;0,47716;0,32620;0,62911;0,66195
NOVA SERIE;2010;2108;Concórdia;0,12;1,71;0,12;26,62;0,06;0,18;88,16;103,47;92,13;115,17;87,11;0,18;31,74;8,82;0,79;0,91;111,61;91,03;76,20;12,81;455,10;96,46;0,33;0,00;0,53;0,12;2,04;2,36;0,59;4,13;1,18;0,59;69,06;4,34;23,95;79,98;0,82062;0,38987;0,90836;0,77013;0,77365;0,94686;0,65771;0,24403;0,55185;0,53887;0,81747;0,56220;0,87307;0,75888;0,77365;0,94686;0,65771;0,43728;0,54883;0,53887;0,68673;0,71344
NOVA SERIE;2010;2201;Glória;0,09;1,84;0,02;8,30;0,17;0,15;37,57;92,48;89,01;63,85;80,23;0,12;20,81;6,81;0,62;0,88;102,94;94,12;4,10;15,57;437,10;100,00;1,98;0,06;0,00;0,00;25,54;0,30;0,60;2,87;1,96;0,00;39,15;0,75;1,04;18,38;0,78346;0,31957;0,77929;0,63359;0,67092;0,75890;0,76110;0,52686;0,37133;0,12755;0,80182;0,46162;0,77882;0,63333;0,67092;0,75890;0,76110;0,57915;0,43620;0,12755;0,60524;0,62536
NOVA SERIE;2010;2202;Abílio Machado;0,30;1,77;0,07;44,44;0,16;0,28;50,16;143,37;91,05;68,98;73,00;0,05;26,99;7,98;0,71;0,87;108,72;94,05;8,18;13,75;448,10;96,75;1,28;0,07;0,09;0,37;12,69;2,99;0,92;3,45;1,61;0,23;46,42;1,00;0,00;21,44;0,92747;0,50258;0,82910;0,31722;0,73265;0,80014;0,72181;0,55427;0,51681;0,14777;0,90722;0,50248;0,81472;0,43207;0,73265;0,80014;0,72181;0,61231;0,51578;0,14777;0,65605;0,66402
NOVA SERIE;2010;2203;Jardim Montanhês;0,00;2,35;0,00;29,39;0,00;0,00;39,10;56,19;85,69;56,23;79,24;0,00;14,19;5,32;0,50;0,83;95,61;77,35;8,54;14,80;467,10;100,00;3,96;0,07;0,00;0,07;7,50;0,65;0,00;1,96;1,96;0,00;48,23;4,53;56,10;99,13;0,46961;0,06410;0,73505;0,00000;0,58273;0,78680;0,84354;0,34451;0,31094;0,66512;0,56329;0,27141;0,75284;0,16325;0,58273;0,78680;0,84354;0,42566;0,38941;0,66512;0,55208;0,59300
NOVA SERIE;2010;2204;Caiçara;0,18;1,83;0,13;30,12;0,33;0,36;55,27;102,20;90,74;83,99;86,28;0,13;38,93;10,32;0,82;0,84;111,60;94,85;11,20;13,71;448,10;97,41;0,64;0,03;0,05;0,23;29,28;4,84;0,51;3,31;1,02;0,25;55,75;1,84;0,00;14,99;0,88985;0,60718;0,85250;0,65247;0,81825;0,82387;0,68034;0,59357;0,49453;0,17709;0,87206;0,60135;0,84255;0,65156;0,81825;0,82387;0,68034;0,59343;0,59689;0,17709;0,69139;0,69971
NOVA SERIE;2010;2205;Antônio Carlos;0,05;2,59;0,07;69,58;0,11;0,29;45,39;82,36;91,89;44,60;76,00;0,07;26,33;7,96;0,69;0,84;104,23;90,79;22,16;12,84;433,10;96,93;0,38;0,07;0,16;0,00;15,92;2,56;1,83;2,92;1,64;0,18;61,94;0,48;0,00;3,53;0,72515;0,51286;0,76182;0,45491;0,72676;0,87771;0,65879;0,52429;0,55019;0,05153;0,77005;0,51262;0,78118;0,57312;0,72676;0,87771;0,65879;0,60757;0,54751;0,05153;0,63490;0,65591
NOVA SERIE;2010;2206;Padre Eustáquio;0,12;2,13;0,10;69,12;0,14;0,30;63,92;148,37;91,58;181,72;74,52;0,02;39,46;10,51;0,84;0,94;114,29;95,62;15,77;13,10;415,10;96,58;10,90;0,04;0,30;0,32;25,32;3,35;1,18;5,52;1,38;0,59;66,49;1,15;0,00;0,00;0,84662;0,55719;0,88911;0,15111;0,82286;0,85827;0,93762;0,68941;0,62848;0,08375;0,84560;0,55529;0,88780;0,37027;0,82286;0,85827;0,93762;0,67578;0,61751;0,08375;0,71861;0,72176
NOVA SERIE;2010;2207;Camargos;0,00;1,34;0,00;30,74;0,00;0,00;0,00;96,88;87,10;0,00;0,00;0,00;21,47;7,90;0,63;0,69;97,37;80,44;23,39;14,82;469,10;100,00;116,73;0,00;0,22;0,00;0,00;0,00;0,00;0,00;2,23;0,00;35,64;17,92;215,15;370,91;0,39857;0,06660;0,29308;0,00000;0,68697;0,86519;0,96792;0,08173;0,25019;0,98459;0,42389;0,25125;0,34935;0,16412;0,68697;0,86519;0,96792;0,16413;0,31202;0,98459;0,50987;0,54801
NOVA SERIE;2010;2208;PUC;0,12;1,71;0,12;15,56;0,19;0,34;61,22;52,22;87,48;59,92;75,34;0,12;31,68;8,86;0,70;0,91;110,13;86,63;8,77;13,22;450,10;97,22;4,09;0,09;0,00;0,03;18,79;3,42;0,93;6,22;0,62;0,31;60,98;1,97;0,00;22,09;0,82939;0,52845;0,78186;0,64419;0,76132;0,80362;0,84450;0,51520;0,53199;0,20608;0,81745;0,52760;0,78026;0,64346;0,76132;0,80362;0,84450;0,57520;0,52707;0,20608;0,66659;0,67324
NOVA SERIE;2010;2209;Santa Maria;0,05;1,81;0,00;6,12;0,10;0,05;64,72;94,31;90,26;41,65;78,41;0,00;24,76;9,00;0,74;0,73;92,22;93,49;4,11;16,19;459,10;100,00;2,41;0,05;0,00;0,00;45,96;0,98;0,00;1,47;0,98;0,00;35,23;3,50;35,76;74,72;0,67094;0,17846;0,80036;0,00000;0,73463;0,74494;0,78434;0,57509;0,24875;0,54546;0,68688;0,35135;0,78587;0,18787;0,73463;0,74494;0,78434;0,59850;0,32742;0,54546;0,61307;0,63522
NOVA SERIE;2010;2210;Prado Lopes;0,00;0,14;0,27;0,00;0,00;0,00;72,99;12,67;91,28;0,00;0,00;0,00;3,93;1,33;0,57;0,90;96,78;61,11;4,37;4,75;472,10;100,00;0,00;0,14;0,00;0,00;0,00;0,00;0,00;2,73;5,46;0,00;15,02;9,62;140,29;237,92;0,07517;0,20106;0,39894;0,00000;0,48081;0,73121;0,63488;0,14976;0,27250;0,92183;0,45027;0,42976;0,55614;0,25976;0,48081;0,73121;0,63488;0,32181;0,43281;0,92183;0,43023;0,53705
NOVA SERIE;2010;2301;Jaqueline;0,06;1,05;0,03;8,31;0,08;0,03;22,08;88,16;93,96;68,48;87,62;0,00;14,00;5,58;0,57;0,77;87,28;79,05;3,24;12,40;467,10;95,00;5,83;0,06;0,00;0,00;12,12;0,00;0,55;1,66;1,38;0,00;44,57;1,09;19,73;44,13;0,60703;0,19069;0,72567;0,00000;0,60277;0,72672;0,88723;0,39210;0,33054;0,31269;0,61743;0,33302;0,73029;0,16658;0,60277;0,72672;0,88723;0,43691;0,37504;0,31269;0,54290;0,56476
NOVA SERIE;2010;2302;Isidoro Norte;0,21;0,53;0,21;0,00;0,00;0,00;31,40;126,29;87,79;109,20;80,52;0,21;8,31;3,17;0,49;0,91;63,17;60,36;0,96;12,15;472,10;100,00;241,73;0,21;0,00;0,00;39,25;0,00;0,00;1,06;3,19;0,00;24,47;8,24;109,98;184,04;0,69987;0,17986;0,79897;0,82908;0,51126;0,66955;0,96822;0,63243;0,26187;0,87168;0,70293;0,32632;0,79022;0,80463;0,51126;0,66955;0,96822;0,61846;0,31697;0,87168;0,63445;0,64133
NOVA SERIE;2010;2303;Furquim Werneck/;0,00;0,11;0,00;0,00;0,00;0,00;12,87;47,05;92,49;0,00;0,00;0,00;0,57;0,27;0,48;0,87;47,40;61,20;6,27;11,58;473,10;100,00;107,28;0,00;0,00;0,00;15,74;0,00;0,00;0,00;1,14;0,00;18,25;9,06;120,19;197,99;0,06363;0,00000;0,34654;0,00000;0,40667;0,70647;0,96832;0,33924;0,17446;0,89322;0,07474;0,18849;0,36411;0,24384;0,40667;0,70647;0,96832;0,40020;0,23915;0,89322;0,43262;0,46441
NOVA SERIE;2010;2304;Planalto;0,23;1,41;0,00;34,83;0,28;0,34;77,41;148,90;89,59;140,86;72,73;0,17;32,73;9,73;0,86;0,71;103,16;92,23;27,09;12,83;470,10;96,00;11,23;0,06;0,17;0,23;19,50;2,83;0,00;2,83;1,70;0,00;65,03;4,32;31,09;74,64;0,87777;0,46801;0,89955;0,75548;0,79425;0,88533;0,94572;0,61815;0,36632;0,55601;0,87323;0,55474;0,88822;0,74393;0,79425;0,88533;0,94572;0,61491;0,43517;0,55601;0,73655;0,74408
NOVA SERIE;2010;2305;Säo Bernardo;0,23;1,49;0,06;4,54;0,06;0,06;32,51;96,93;88,10;15,47;67,59;0,09;18,27;6,46;0,70;0,73;92,71;87,00;8,32;14,08;465,10;96,77;1,87;0,09;0,00;0,06;18,90;0,29;0,29;2,64;2,93;0,29;37,78;1,83;13,85;30,81;0,88904;0,21662;0,61852;0,51782;0,66669;0,78284;0,75686;0,52303;0,43994;0,29607;0,87990;0,36423;0,68152;0,59942;0,66669;0,78284;0,75686;0,56553;0,49134;0,29607;0,60954;0,63548
NOVA SERIE;2010;2306;Tupi/Floramar;0,07;1,82;0,04;6,22;0,12;0,12;21,55;69,22;88,28;24,96;79,81;0,12;16,11;5,63;0,61;0,83;94,34;89,79;5,84;13,95;449,10;98,72;3,99;0,09;0,02;0,07;12,90;0,00;0,71;2,48;0,88;0,00;38,37;0,87;7,37;23,96;0,73632;0,29829;0,59866;0,64216;0,62878;0,76870;0,84202;0,46713;0,32006;0,18794;0,74945;0,44221;0,62675;0,64160;0,62878;0,76870;0,84202;0,50104;0,38165;0,18794;0,56728;0,58780
NOVA SERIE;2010;2307;Primeiro de Maio;0,18;1,55;0,06;28,13;0,15;0,09;73,64;126,08;89,89;136,21;76,11;0,09;18,25;6,00;0,62;0,85;99,09;84,07;15,03;13,47;460,10;98,35;3,37;0,12;0,09;0,09;10,45;1,19;0,60;2,68;2,38;0,30;46,44;1,35;13,75;36,64;0,86739;0,36710;0,89549;0,52360;0,64874;0,83962;0,82242;0,48128;0,49011;0,28424;0,86085;0,49474;0,87759;0,63253;0,64874;0,83962;0,82242;0,53644;0,53864;0,28424;0,65701;0,67432
NOVA SERIE;2010;2308;Jardim Felicidade;0,00;0,35;0,00;0,00;0,00;0,00;37,17;84,31;84,91;91,08;73,87;0,06;1,45;0,57;0,58;0,83;83,98;32,63;5,79;13,20;471,10;100,00;2,51;0,12;0,00;0,00;19,61;0,00;0,00;0,00;1,18;0,00;24,21;4,22;61,57;102,56;0,17240;0,00000;0,50829;0,38751;0,44954;0,68569;0,78990;0,52199;0,19199;0,67201;0,17395;0,18551;0,51201;0,47181;0,44954;0,68569;0,78990;0,54142;0,24238;0,67201;0,47748;0,49444
NOVA SERIE;2010;2401;Cabana;0,06;1,13;0,03;9,02;0,03;0,05;42,72;118,02;87,23;100,43;74,98;0,06;9,16;3,12;0,65;0,77;96,36;66,59;7,27;13,81;432,10;99,13;0,09;0,08;0,03;0,02;16,91;1,08;0,15;2,32;0,93;0,00;56,30;0,47;2,15;11,71;0,63906;0,15145;0,82612;0,40169;0,55996;0,76237;0,63710;0,49452;0,30874;0,09225;0,67560;0,35249;0,82537;0,53814;0,55996;0,76237;0,63710;0,56787;0,40963;0,09225;0,54669;0,58100
NOVA SERIE;2010;2402;Jardim América;0,11;1,39;0,04;29,20;0,07;0,12;59,05;106,40;86,94;226,56;80,37;0,14;29,85;8,52;0,85;0,87;108,57;85,16;11,01;12,00;427,10;97,32;2,72;0,05;0,05;0,15;27,48;1,92;0,96;2,33;1,23;0,14;50,06;0,27;0,00;0,00;0,77721;0,30449;0,87639;0,67981;0,76943;0,81732;0,79262;0,60897;0,45205;0,02158;0,83724;0,53674;0,86992;0,67702;0,76943;0,81732;0,79262;0,60759;0,60317;0,02158;0,65917;0,68644
NOVA SERIE;2010;2403;Barroca;0,18;1,60;0,06;45,43;0,18;0,40;56,69;93,72;91,91;97,64;91,09;0,06;60,96;13,05;0,95;0,91;117,99;98,37;19,62;11,87;432,10;97,42;0,70;0,00;0,53;0,51;40,48;6,47;1,21;7,48;0,81;0,81;61,89;1,53;0,00;0,00;0,87420;0,54100;0,86267;0,39577;0,90004;0,87682;0,68238;0,72507;0,66143;0,10604;0,86618;0,53983;0,85936;0,52556;0,90004;0,87682;0,68238;0,70299;0,64266;0,10604;0,73618;0,73381
NOVA SERIE;2010;2404;Morro das Pedras;0,00;0,39;0,11;0,00;0,00;0,11;3,97;0,00;0,00;0,00;0,00;0,00;5,17;1,59;0,61;0,88;95,56;21,61;12,08;12,60;473,10;98,41;3,10;0,06;0,00;0,06;25,20;2,78;0,00;1,11;2,78;0,00;18,93;3,03;53,77;90,91;0,18596;0,20741;0,03735;0,00000;0,50378;0,70998;0,81390;0,54138;0,28838;0,60061;0,33287;0,36217;0,44182;0,18604;0,50378;0,70998;0,81390;0,62593;0,41324;0,60061;0,43463;0,53476
NOVA SERIE;2010;2405;Betânia;0,23;1,61;0,00;16,95;0,02;0,02;49,09;99,41;89,18;55,92;66,39;0,20;22,82;8,02;0,76;0,74;108,00;87,36;9,57;14,05;441,10;97,32;13,81;0,11;0,05;0,11;32,58;1,58;1,36;2,71;2,04;0,23;50,45;1,25;1,78;21,70;0,89681;0,09532;0,79268;0,81561;0,71876;0,79992;0,95280;0,65615;0,52635;0,17508;0,89457;0,36350;0,78840;0,79766;0,71876;0,79992;0,95280;0,64545;0,52394;0,17508;0,68042;0,68543
NOVA SERIE;2010;2406;Estoril/Buritis/Pilar Oeste;0,17;0,50;0,17;40,68;0,22;0,03;30,60;49,36;95,97;55,53;93,51;0,17;52,30;12,69;0,85;0,76;100,55;76,42;14,84;14,61;445,10;98,33;85,25;0,00;0,03;0,25;32,15;7,53;1,12;1,95;0,28;0,56;42,97;2,02;0,00;15,29;0,66359;0,46215;0,70290;0,75094;0,87447;0,82861;0,96443;0,54174;0,51023;0,18718;0,66739;0,54304;0,70345;0,73959;0,87447;0,82861;0,96443;0,57344;0,50424;0,18718;0,67565;0,68189
NOVA SERIE;2010;2501;Garças/Braúnas;0,00;0,59;0,00;0,00;0,00;0,00;0,00;110,08;86,08;159,09;82,71;0,12;20,72;4,83;0,72;0,83;92,34;73,12;11,60;10,35;456,10;96,43;48,60;0,00;0,00;0,00;10,19;0,00;0,00;0,00;0,00;0,00;47,35;9,17;97,51;193,18;0,25329;0,00000;0,60050;0,62575;0,66457;0,80322;0,96466;0,26007;0,12274;0,87265;0,25572;0,17023;0,61594;0,62564;0,66457;0,80322;0,96466;0,31405;0,19984;0,87265;0,54284;0,56618
NOVA SERIE;2010;2502;Santa Amélia;0,23;1,56;0,05;35,67;0,21;0,18;41,02;142,98;93,63;187,51;71,47;0,10;39,53;11,49;0,91;0,81;112,37;97,28;13,11;12,54;445,10;97,56;16,28;0,03;0,13;0,29;34,20;4,16;0,78;3,38;1,82;0,78;54,37;1,83;0,00;17,51;0,89549;0,45579;0,83811;0,57851;0,83809;0,83569;0,95831;0,65560;0,60689;0,18457;0,88911;0,54981;0,83148;0,68076;0,83809;0,83569;0,95831;0,64736;0,58775;0,18457;0,72699;0,72825
NOVA SERIE;2010;2503;Pampulha;0,08;1,64;0,39;44,80;0,39;0,31;182,38;342,22;93,16;327,99;86,43;0,94;76,49;14,68;0,90;0,89;117,67;96,59;48,39;13,23;454,10;97,72;134,98;0,08;0,23;0,39;27,33;11,71;0,78;5,46;2,34;1,56;105,36;5,58;0,00;21,77;0,74055;0,72208;0,95308;0,99958;0,92301;0,93875;0,96514;0,74011;0,75101;0,32598;0,76699;0,69849;0,94900;0,81068;0,92301;0,93875;0,96514;0,70199;0,67938;0,32598;0,82135;0,80334
NOVA SERIE;2010;2504;Jaraguá;0,08;1,91;0,03;53,77;0,22;0,28;60,84;92,99;90,98;63,18;84,29;0,25;38,11;9,86;0,87;0,89;108,09;93,38;23,46;13,70;453,10;97,89;5,62;0,06;0,08;0,14;35,15;5,26;1,39;3,88;0,83;0,55;54,57;1,62;0,00;28,62;0,77173;0,49945;0,83672;0,87383;0,81575;0,88838;0,88324;0,64683;0,59576;0,20607;0,78722;0,49940;0,82500;0,84093;0,81575;0,88838;0,88324;0,63652;0,58066;0,20607;0,72626;0,72188
NOVA SERIE;2010;2505;Sarandi;0,04;2,13;0,07;20,89;0,22;0,14;49,97;80,78;86,85;63,92;79,59;0,04;20,83;7,48;0,69;0,88;98,19;97,54;4,08;13,45;460,10;100,00;0,76;0,04;0,00;0,14;24,78;0,00;0,72;2,52;1,44;0,36;45,45;2,51;19,22;54,72;0,64183;0,43254;0,80357;0,25881;0,69043;0,75827;0,69144;0,54216;0,46181;0,40936;0,64717;0,51932;0,78977;0,44576;0,69043;0,75827;0,69144;0,57155;0,49885;0,40936;0,62309;0,63812
NOVA SERIE;2010;2506;Castelo;0,16;0,67;0,00;12,46;0,24;0,12;17,30;14,75;86,91;7,06;70,77;0,08;37,16;10,30;0,81;0,91;89,07;92,16;5,80;12,26;454,10;95,62;13,60;0,00;0,04;0,08;19,78;1,18;1,58;1,58;0,00;0,39;22,48;3,01;18,60;58,56;0,70554;0,31946;0,31269;0,48046;0,81020;0,77104;0,95280;0,42828;0,35446;0,43581;0,72924;0,43740;0,36972;0,55433;0,81020;0,77104;0,95280;0,47374;0,39877;0,43581;0,58128;0,60758
NOVA SERIE;2010;2507;Ouro Preto;0,08;1,40;0,04;26,91;0,17;0,08;24,64;106,15;94,84;77,02;68,98;0,04;34,79;9,73;0,71;0,89;103,68;91,37;13,62;13,93;458,10;97,91;39,71;0,08;0,17;0,42;23,71;6,79;1,27;6,79;0,85;0,00;51,78;3,07;14,63;42,18;0,73270;0,35496;0,74127;0,29698;0,78368;0,83888;0,96567;0,71167;0,50917;0,38520;0,74801;0,50085;0,75121;0,49829;0,78368;0,83888;0,96567;0,67094;0,50874;0,38520;0,69422;0,70141
NOVA SERIE;2010;2509;Säo Francisco;0,00;1,66;0,00;134,86;0,12;0,12;32,03;56,30;90,06;87,95;86,01;0,24;20,79;8,07;0,75;0,83;100,60;86,01;15,92;13,32;469,10;100,00;9,37;0,12;0,71;0,24;7,55;11,89;0,12;4,76;1,19;0,00;111,78;9,09;60,39;139,49;0,43145;0,41475;0,74978;0,86121;0,70560;0,84478;0,93579;0,57578;0,48272;0,78649;0,48713;0,54084;0,75407;0,83628;0,70560;0,84478;0,93579;0,62132;0,54623;0,78649;0,68521;0,70662
NOVA SERIE;2010;2510;Confisco;0,00;0,22;0,00;0,00;0,00;0,00;0,00;262,28;85,16;0,00;0,00;0,00;0,87;0,28;0,51;0,89;72,58;94,53;3,28;12,55;471,10;100,00;6,26;0,22;0,00;0,00;31,36;0,00;0,00;0,00;6,72;0,00;49,32;18,03;235,78;391,84;0,11737;0,00000;0,30723;0,00000;0,42097;0,73281;0,89822;0,61061;0,29140;0,98789;0,12543;0,18413;0,35136;0,23732;0,42097;0,73281;0,89822;0,60900;0,34509;0,98789;0,49282;0,51752
NOVA SERIE;2010;2601;Mantiqueira/Sesc;0,15;1,26;0,07;3,54;0,02;0,02;3,23;111,42;85,62;94,37;74,31;0,02;12,01;4,73;0,55;0,72;93,21;88,42;3,80;9,58;461,10;96,52;19,50;0,07;0,00;0,02;4,49;0,43;0,07;2,17;2,17;0,00;44,47;1,18;14,40;34,51;0,81348;0,14317;0,61002;0,16482;0,57375;0,73763;0,96269;0,25760;0,31942;0,27130;0,81267;0,25394;0,62591;0,25632;0,57375;0,73763;0,96269;0,31902;0,34889;0,27130;0,52558;0,54549
NOVA SERIE;2010;2602;Serra Verde;0,05;0,95;0,00;4,64;0,05;0,11;42,46;96,10;86,94;86,30;78,07;0,16;12,64;5,70;0,52;0,82;87,64;75,08;4,77;11,11;466,10;100,00;66,50;0,05;0,00;0,05;13,39;0,00;0,05;1,06;1,58;0,00;31,67;3,40;43,64;86,35;0,58037;0,16897;0,81313;0,73143;0,57924;0,74401;0,96761;0,42790;0,25361;0,58285;0,61131;0,30970;0,81067;0,72350;0,57924;0,74401;0,96761;0,45417;0,29998;0,58285;0,59494;0,60986
NOVA SERIE;2010;2603;Piratininga;0,14;1,83;0,00;15,11;0,04;0,10;25,56;83,42;92,64;76,29;78,27;0,02;16,74;6,29;0,61;0,73;94,09;97,46;12,29;11,23;459,10;97,18;0,40;0,04;0,00;0,06;10,30;0,39;0,00;2,17;1,58;0,20;51,21;0,78;5,06;24,80;0,85438;0,17168;0,74024;0,15086;0,63861;0,81735;0,66344;0,36531;0,36738;0,17154;0,85202;0,28039;0,74312;0,27445;0,63861;0,81735;0,66344;0,41735;0,40026;0,17154;0,56507;0,58313
NOVA SERIE;2010;2604;Jardim Europa;0,12;2,39;0,08;12,97;0,16;0,08;43,27;150,22;92,66;58,93;89,35;0,04;19,70;6,92;0,59;0,77;106,17;95,28;24,86;12,40;462,10;96,80;1,27;0,08;0,00;0,16;10,38;2,00;0,04;3,59;2,39;0,00;57,08;2,81;27,53;64,62;0,85915;0,35595;0,81191;0,28208;0,65844;0,88486;0,72262;0,44106;0,38089;0,47425;0,84861;0,44276;0,80642;0,41707;0,65844;0,88486;0,72262;0,53029;0,43393;0,47425;0,63846;0,66188
NOVA SERIE;2010;2605;Venda Nova;0,23;1,81;0,06;58,44;0,17;0,40;52,17;191,66;91,61;353,18;92,21;0,11;23,56;8,28;0,71;0,77;107,82;95,73;3,89;12,37;468,10;97,35;12,80;0,11;0,68;1,13;24,34;7,93;0,11;10,19;3,96;0,57;104,76;3,71;0,00;53,51;0,91291;0,54824;0,88673;0,60951;0,71806;0,75185;0,95279;0,85731;0,68046;0,35683;0,88684;0,54603;0,84861;0,64494;0,71806;0,75185;0,95279;0,71897;0,58417;0,35683;0,75318;0,71717
