;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SERIE;ANO;CODUP;NOMEUP;Hiper_e_Supermercados_estabelecimentos_hab;Mercearias_e_similares_estabelecimentos_hab;Distribuicao_de_equipamentos_culturais;Livrarias_e_papelarias_M2_hab;Locadoras;Bancas_de_revista;Matricula_na_Educacao_Infantil;Matricula_no_Ensino_Fundamental;indice_de_Aproveitamento_no_Ensino_Fundamental;Matricula_no_Ensino_Medio;indice_de_Aproveitamento_no_Ensino_Medio;Quadras_campos_e_pistas_de_cooper;area_residencial_adequada;Padrao_de_acabamento;Seguranca_do_Terreno_indice_de_risco_geologico_efetivo;indice_de_Salubridade_Ambiental;Fornecimento_de_Energia_Eletrica;Possibilidade_de_acesso_Pavimentacao;Numero_de_veiculos_por_habitante;Frequencia_das_linhas_por_UP;Tranquilidade_sonora;Ausencia_de_coletivos_poluidores;area_de_verde__por_habitante;Centros_de_saude;Outros_equipamentos_de_assistencia_medica_estabelecimento_hab;Equipamentos_odontologicos_estabelecimento_habitante;APVP;Agencias_bancarias;Postos_de_gasolina;Farmacias;Espacos_publicos_para_inclusao_digital;Correios;Telefones_Publicos;Ausencia_de_crimes_contra_a_pessoa_homicidios_tentados_e_consumados;Ausencia_de_crimes_contra_o_patrimônio_roubo_e_furto;Ausencia_de_acidentes_de_trânsito;IOL_1_Abastecimento;IOL_2_Cultura;IOL_3_Educacao;IOL_4_Esportes;IOL_5_Habitacao;IOL_6_Infra-estrutura_urbana;IOL_7_Meio_Ambiente;IOL_8_Saude;IOL_9_Servicos_Urbanos;IOL_10_Seguranca_urbana;IQVU_1_Abastecimento;IQVU_2_Cultura;IQVU_3_Educacao;IQVU_4_Esportes;IQVU_5_Habitacao;IQVU_6_Infra-estrutura_urbana;IQVU_7_Meio_Ambiente;IQVU_8_Saude;IQVU_9_Servicos_Urbanos;IQVU_10_Seguranca_urbana;IOL;IQVU
NOVA SERIE;2016;2404;Morro das Pedras;0,123318177;1,479818129;0,123318177;0,616590887;0,061659089;0;34,12815509;0;0;0;0;0,801568153;8,647378896;2,275430174;0,303779843;0,975048285;150,7362311;43,76567309;18,12777208;10,88625;473,1;33,33333333;3,098355605;0,061659089;0;0,061659089;10,49076743;2,466363548;0;2,466363548;2,466363548;0;20,96409016;4,097246445;60,5368933;103,7105872;0,807241182;0,217294875;0,21342173;0,998712904;0,422831727;0,821373978;0,708380814;0,396383407;0,308189404;0,667715381;0,8086911;0,359593144;0,531643545;0,976762178;0,422831727;0,821373978;0,708380814;0,542018659;0,437176265;0,667715381;0,521648491;0,601321237
NOVA SERIE;2016;2405;Betânia;0,216375135;2,531589076;0;18,60826159;0,021637513;0,021637513;67,65720134;93,21840531;94,99230769;63,6433911;74,85;0,281287675;28,99100079;8,856421949;0,731982705;0,916959861;139,0174225;95,15284963;15,08134689;11,00395833;446,1;44,23076923;11,20164512;0,108187567;0,108187567;0,259650162;40,1422262;3,029251886;1,514625943;3,029251886;1,731001078;0,216375135;30,72526913;1,481087797;0;22,04862623;0,942061456;0,096517949;0,843160992;0,903239144;0,754411139;0,855386893;0,873135567;0,737700789;0,517525892;0,179203137;0,941309291;0,319503881;0,840544257;0,901420773;0,754411139;0,855386893;0,873135567;0,720155094;0,6260811;0,179203137;0,71455481;0,730274163
NOVA SERIE;2016;2406;Estoril/Buritis/Pilar Oeste;0,162433968;0,577542999;0,072192875;39,36316502;0,108289312;0;35,57994062;39,20119419;96,63333333;28,65606223;90,62;0,126337531;54,01638746;12,56880608;0,723014341;0,950573681;120,6782182;94,2602084;15,95462535;11,60777778;440,1;40,29850746;51,95496814;0;0,162433968;0,270723281;49,11640509;6,497358738;1,443857497;2,165786246;0,180482187;0,360964374;20,03352277;1,379786321;0,267113637;13,15715144;0,683208718;0,299476703;0,624601112;0,649702353;0,860760199;0,859156133;0,881682229;0,631961772;0,437224076;0,146642368;0,683703757;0,394424923;0,626082981;0,733731652;0,860760199;0,859156133;0,881682229;0,658663646;0,480422095;0,146642368;0,65793365;0,672025267
NOVA SERIE;2016;2501;Garças/Braúnas;0,086422707;1,469186015;0,086422707;8,642270679;0;0;78,20235702;86,13670931;90,56666667;221,6835664;69,83333333;0,345690827;31,94623999;6,395514834;0,719070006;0,929549326;93,79014933;85,50469197;13,04982872;13,99833333;470,1;75;38,79530184;0,086422707;0;0;19,76196017;0;0;0;0;0;24,1983579;6,866284054;69,03445818;138,7948671;0,743406059;0,121668085;0,882318272;0,943315122;0,73375225;0,830198187;0,949417748;0,507206988;0,082357573;0,77672903;0,761468777;0,235006701;0,87954902;0,934029932;0,73375225;0,830198187;0,949417748;0,533522335;0,164058514;0,77672903;0,67020217;0,687080039
NOVA SERIE;2016;2502;Santa Amélia;0,184631395;1,961708568;0,046157849;50,49668642;0,276947092;0,16155247;74,34330827;141,2604832;96,25333333;172,0342892;87,62857143;0,138473546;43,58844893;11,22317809;0,876177665;0,953825778;132,979913;98,6184747;8,493044152;11,16392857;450,1;78,57142857;12,04576881;0,023078924;0,369262789;0,415420638;30,29203536;3,231049405;1,384735459;5,769731081;1,615524703;0,69236773;36,00312195;1,695146992;0;21,83266241;0,902001598;0,486073164;0,915299152;0,683279813;0,845233232;0,812521122;0,934392859;0,716735351;0,621661096;0,190572234;0,901851241;0,485639139;0,909604653;0,787997435;0,845233232;0,812521122;0,934392859;0,697017142;0,615215459;0,190572234;0,748409988;0,747316613
NOVA SERIE;2016;2503;Pampulha;0;2,949803592;0,516215629;35,17640783;0,14749018;0,07374509;260,0369636;457,5838059;91;392,618491;82,56666667;0,737450898;88,46025875;14,37584632;0,871689291;0,949543351;165,8062925;98,02221219;56,70997405;11,97081633;450,1;58,06451613;147,8494177;0,07374509;0,294980359;0,516215629;26,99170837;14,01156706;0,737450898;6,637058081;1,474901796;1,474901796;90,70646044;5,564067025;0;63,93699285;0,485209842;0,532084918;0,949938091;0,997808141;0,926471496;0,950272751;0,924001102;0,765797149;0,740815384;0,426293875;0,551522087;0,529147765;0,947515632;0,973735765;0,926471496;0,950272751;0,924001102;0,728459957;0,684493853;0,426293875;0,805258909;0,798016108
NOVA SERIE;2016;2504;Jaraguá;0,250546685;2,680849534;0,050109337;72,53326543;0,200437348;0,025054669;43,42113374;98,03245264;94,44444444;85,97660685;81,73333333;0,300656023;42,38022239;10,20365781;0,788975772;0,819819854;138,7318172;97,80385079;17,28772129;9,293492063;442,1;59,25925926;4,887873684;0,075164006;0,100218674;0,150328011;37,07283816;5,010933708;3,006560225;5,762573765;0,501093371;0,501093371;40,08746967;1,765101399;0;25,65598059;0,957695368;0,402702086;0,823826583;0,917612935;0,82356576;0,859463098;0,826732144;0,680494736;0,603469283;0,205651798;0,951778121;0,48470228;0,822507044;0,914534528;0,82356576;0,859463098;0,826732144;0,674074429;0,597353031;0,205651798;0,736785425;0,736936528
NOVA SERIE;2016;2505;Sarandi;0,139465429;3,835299301;0,139465429;27,78848675;0,209198144;0,209198144;53,94050803;89,7508124;95,28888889;53,76262923;89,16666667;0,139465429;28,43693126;8,561314734;0,842086713;0,826597309;129,2502647;99,67148009;5,020755448;13,32285714;460,1;50;0,935422271;0,034866357;0;0,209198144;29,57509152;2,091981437;0,697327146;3,486635728;2,091981437;0,348663573;34,51769371;2,316869441;10,66213206;49,99835634;0,907173027;0,528597482;0,812941375;0,685877463;0,763003633;0,774201757;0,645198283;0,582140327;0,509446135;0,35193393;0,902699181;0,525178904;0,818593024;0,768813881;0,763003633;0,774201757;0,645198283;0,609035114;0,549684073;0,35193393;0,680308736;0,691262522
NOVA SERIE;2016;2506;Castelo;0,137025141;0,799313321;0;10,91633622;0,137025141;0,045675047;34,33391698;15,40658361;98,44;4,499127607;91,1;0,022837523;37,38258231;9,358591157;0,827650368;0,979983625;109,8624662;98,5855677;3,105903192;7,70037037;465,1;15,78947368;9,227927816;0;0,137025141;0,137025141;33,10193741;1,370251408;1,141876174;1,827001878;0;0,228375235;10,73363603;1,677416099;7,531815241;32,31509571;0,717001809;0,216998206;0,376635391;0,172725262;0,804612043;0,754978193;0,743170051;0,558763543;0,275318259;0,261075438;0,76300975;0,335969638;0,440659169;0,473214565;0,804612043;0,754978193;0,743170051;0,597767129;0,346086025;0,261075438;0,557629271;0,595461776
NOVA SERIE;2016;2507;Ouro Preto;0,13459477;1,951624161;0,067297385;30,38476926;0,100946077;0,033648692;49,56809245;115,3988692;96,28888889;160,4057826;86,175;0,100946077;43,89468562;11,21685565;0,805490289;0,964297304;132,6788613;96,46276082;16,25231844;11,35716049;458,1;33,33333333;29,50029455;0,067297385;0,201892155;0,336486924;32,40836355;3,364869243;1,009460773;5,047303864;0,336486924;0,336486924;23,21759778;2,471496459;12,47693515;40,31113353;0,858134925;0,302499959;0,868956026;0,567489435;0,838568552;0,863938617;0,860419183;0,735141069;0,44359981;0,345487283;0,868242234;0,437272819;0,850135022;0,746025989;0,838568552;0,863938617;0,860419183;0,70388392;0,546537056;0,345487283;0,72786714;0,742575372
NOVA SERIE;2016;2509;Säo Francisco;0;2,719381526;0;214,2646028;0,113307564;0,113307564;110,8371626;53,58132839;85,4;76,53074242;79,85;0,339922691;26,21370484;9,078762201;0,880036885;0,933596801;145,8191794;94,33751;54,1610154;8,403809524;470,1;61,76470588;8,213709657;0,113307564;1,019768072;0,113307564;21,7436108;6,798453816;3,399226908;5,66537818;1,133075636;0;83,84759706;8,549055673;50,51251185;136,4223066;0,480528049;0,442370195;0,845967753;0,940534285;0,760004098;0,928803703;0,889397883;0,737454929;0,587991757;0,757276577;0,551503699;0,539948051;0,842696398;0,933854661;0,760004098;0,928803703;0,889397883;0,719623884;0,585743594;0,757276577;0,757183299;0,762419377
NOVA SERIE;2016;2510;Confisco;0;1,250310708;0;0;0;0;129,7319731;245,2217376;89,55;0;0;0,416770236;0,522629876;0,166825448;0,529532906;0,76944009;98,60010313;100;6,668323775;14,555;473,1;100;5,797034345;0,208385118;0;0;29,85744338;0;0;2,08385118;8,335404719;0;10,4192559;16,34781251;220,0130076;360,5062541;0,38756911;0;0,636847737;0,968583291;0,420627195;0,779418305;0,889906072;0,603485156;0,248299335;0,98283157;0,416396368;0,15149948;0,64408936;0,955948727;0,420627195;0,779418305;0,889906072;0,621984474;0,320265118;0,98283157;0,587094796;0,605014476
NOVA SERIE;2016;2601;Mantiqueira/Sesc;0,190999558;2,780104684;0,063666519;6,706206719;0,042444346;0;16,37658414;84,60587951;91,85714286;47,89572462;71,3;0,127333039;15,43615987;5,006866359;0,635859374;0,902623787;118,0415379;97,22256195;1,909995584;10,13;460,1;83,33333333;15,92939138;0,084888693;0;0,063666519;14,38540819;2,122217316;0,636665195;4,032212901;2,758882511;0;19,09995584;0,943325597;1,884528977;30,9207063;0,935803302;0,157949177;0,648824759;0,652585852;0,622771618;0,73929651;0,949938648;0,473672165;0,391512351;0,182336661;0,935363681;0,257536118;0,664929804;0,718704566;0,622771618;0,73929651;0,949938648;0,487686397;0,434074426;0,182336661;0,59487758;0,608551057
NOVA SERIE;2016;2602;Serra Verde;0,151007476;2,063768842;0;10,36918003;0,050335825;0,050335825;40,49436166;103,708814;92,725;102,9227422;80,9;0,201343302;11,48643401;4,63686871;0,672932153;0,966765565;114,0658244;95,49242825;4,429552636;3,474444444;469,1;25;78,09024715;0,050335825;0,050335825;0,100671651;20,65697682;2,51679127;0,503358254;2,013433016;1,006716508;0;15,10074762;3,495823075;31,75183867;76,05743219;0,881495246;0,140453944;0,824838384;0,812080192;0,597057106;0,764175308;0,826959906;0,542698408;0,29148542;0,534559607;0,887177634;0,26380937;0,823739366;0,845117666;0,597057106;0,764175308;0,826959906;0,561889837;0,353400554;0,534559607;0,636486498;0,650987469
NOVA SERIE;2016;2603;Piratininga;0,188558577;3,205495802;0,018855858;22,51389405;0,094279288;0,131991004;32,93496973;92,49364724;96,35;78,31857856;74,25;0,226270292;21,18761073;6,445747979;0,853501569;0,928180453;128,8465985;98,79861496;3,375198521;11,84666667;449,1;62,5;0,437619168;0,018855858;0,056567573;0,094279288;24,2559015;1,13135146;0,56567573;5,279640145;2,074144343;0,188558577;29,7922551;1,02670145;0;23,58867793;0,941587883;0,293748043;0,776944369;0,847212482;0,705386796;0,760790531;0,632334345;0,519244297;0,462187247;0,156040359;0,940697818;0,372383011;0,780960717;0,868650589;0,705386796;0,760790531;0,632334345;0,539886824;0,500499962;0,156040359;0,633212811;0,643770275
NOVA SERIE;2016;2604;Jardim Europa;0,16578257;4,393238103;0,124336927;26,93966761;0,124336927;0;54,78994062;139,1564404;94,42857143;73,1215089;75,9;0,207228212;25,25216683;7,839475427;0,815864282;0,870439915;149,204018;99,49398699;7,543106931;9,574444444;465,1;25;1,64423903;0,082891285;0,041445642;0,373010782;20,19972998;3,730107823;0,82891285;7,460215646;4,144564248;0;25,28184191;2,505389088;7,534817803;53,83788958;0,934223984;0,332892155;0,846662225;0,821041614;0,737558314;0,801702494;0,60543881;0,629045085;0,48789584;0,35296272;0,931316128;0,415217625;0,841911797;0,867882816;0,737558314;0,801702494;0,60543881;0,646858122;0,554688838;0,35296272;0,686753117;0,699618988
NOVA SERIE;2016;2605;Venda Nova;0,44091233;3,472184603;0,110228083;176,8609586;0,165342124;0,385798289;81,75961455;160,744943;95,1;417,9057571;88,275;0,110228083;28,15715745;9,374157585;0,848071508;0,808133402;173,3577305;98,298858;20,88822166;10,42343434;467,1;53,33333333;11,71212012;0,110228083;1,322736991;1,543193157;0;14,88079115;1,653421239;14,88079115;3,857982892;1,102280826;36,37526726;3,993012293;0;52,3032252;0,990035173;0,688988849;0,92583761;0,599570034;0,769261457;0,87953045;0,899019406;0,467122378;0,824005853;0,363421676;0,989224098;0,656984358;0,922550012;0,697551588;0,769261457;0,87953045;0,899019406;0,498453326;0,682861536;0,363421676;0,756463079;0,746810575
NOVA SERIE;2016;2606;Céu Azul;0,221765645;3,643292731;0,063361613;15,04838302;0,063361613;0,063361613;35,90267104;130,0763514;96,08333333;65,0251341;84,4;0,285127257;19,98162314;5,704241323;0,807708253;0,943846646;128,8890854;96,5446862;3,770015957;9,673939394;467,1;25;0,777720283;0,063361613;0,095042419;0,158404032;13,65651114;2,851272572;0;4,43531289;2,217656445;0;32,31442249;2,010147163;8,674204781;46,95095502;0,962146124;0,254568259;0,79434006;0,906275208;0,685248074;0,764676221;0,552246049;0,518204948;0,36143148;0,320382572;0,958899655;0,350914126;0,798994918;0,904487837;0,685248074;0,764676221;0,552246049;0,540263296;0,4090779;0,320382572;0,631825575;0,643337018
NOVA SERIE;2016;2607;Copacabana;0,110002753;2,655780746;0;18,33903036;0,141432111;0,15714679;43,20962805;76,92605904;93,81428571;70,70430985;74,4;0,15714679;20,30605244;6,286531703;0,810334833;0,876902165;115,2133746;93,71236467;2,498633956;12,00777778;454,1;20;0,43133808;0,062858716;0,062858716;0,125717432;21,73741889;2,985789004;0,628587159;3,928669742;1,728614687;0,15714679;27,65783499;0,918522986;1,12831395;22,07912395;0,852329441;0,308429173;0,791028524;0,728767605;0,693958579;0,743235922;0,500593283;0,577888345;0,456053036;0,151052539;0,867690309;0,400574406;0,806766795;0,798866829;0,693958579;0,743235922;0,500593283;0,597131883;0,514323161;0,151052539;0,619156261;0,636402248
NOVA SERIE;2016;2608;Säo Joäo Batista;0,185769704;2,229236444;0;19,69158859;0,247692938;0,061923235;67,3685225;118,6034252;96,6;54,82380697;93,4;0,371539407;22,09402432;7,035233588;0,751931282;0,640883002;121,6204514;92,84722532;12,44657014;13,4425;468,1;40;6,46402787;0,061923235;0,247692938;0;29,26155776;1,238464691;1,238464691;2,476929382;1,238464691;0;17,95773802;4,424415109;46,3061948;97,65294089;0,915853203;0,300605758;0,850932662;0,954263876;0,704434921;0,817913373;0,817529961;0,634878826;0,350669506;0,637129769;0,914582858;0,403652155;0,849581364;0,94013652;0,704434921;0,817913373;0,817529961;0,657636617;0,467083646;0,637129769;0,706678877;0,725060798
SERIE HISTÓRICA;2016;1801;Bairro das Indústrias;;;0,187365545;19,767065;;;;98,99740657;;106,1714533;83,2;;27,21578224;7,764301108;;;137,1697973;98,82617629;32,88265315;;151,1;;;0,093682772;;;;3,7473109;;;;;61,83062985;;0,00;102,9667353;0,699797846;0,139815285;0,913278613;;0,614236557;0,867862664;0,95098802;0,553978329;0,626159911;0,607634486;0,695397108;0,283810994;0,911882801;;0,614236557;0,867862664;0,95098802;0,549207894;0,616773538;0,607634486;0,704760581;0,704912118
SERIE HISTÓRICA;2016;1802;Lindéia;;;0,020135765;4,349325144;;;;126,9841334;;75,28786727;64,46666667;;24,64653826;6,793385326;;;125,6953477;94,70869391;2,516970569;;146,1;;;0,100678823;;;;2,617649392;;;;;33,22401151;;0,00;14,23799912;0,548332139;0,018755302;0,879751643;;0,566515105;0,800680629;0,945844693;0,392906478;0,397690446;0,152795058;0,558424079;0,271110352;0,879751546;;0,566515105;0,800680629;0,945844693;0,438425833;0,498431844;0,152795058;0,57973611;0,601559627
SERIE HISTÓRICA;2016;1803;Barreiro de Baixo;;;0,070349661;93,16640059;;;;166,6821276;;183,9298732;82,54285714;;32,26859204;8,37362507;;;147,8460711;97,64275844;12,21739107;;137,1;;;0,023449887;;;;11,2559457;;;;;53,70024096;;0,00;3,965375872;0,819055535;0,301290029;0,926374719;;0,672829754;0,824167877;0,935188687;0,422908954;0,765208845;0,118846007;0,80351312;0,436850136;0,925793956;;0,672829754;0,824167877;0,935188687;0,487812524;0,714724735;0,118846007;0,681289165;0,685683937
SERIE HISTÓRICA;2016;1804;Barreiro de Cima;;;0;9,676233459;;;;67,06565613;;37,06471801;74,35;;16,97300515;5,16259568;;;118,3790815;91,71217305;4,805092042;;142,1;;;0,066049375;;;;0,330246876;;;;;30,87808288;;0,00;13,07942751;0,435720704;0,206574258;0,81485258;;0,434671653;0,805462697;0,941344054;0,638140349;0,135863879;0,130138475;0,449908189;0,327524849;0,821025007;;0,434671653;0,805462697;0,941344054;0,588352678;0,276379495;0,130138475;0,547091829;0,559530517
SERIE HISTÓRICA;2016;1805;Jatobá;;;0,025823692;8,392699801;;;;98,11415762;;81,47567951;76,91666667;;11,61576767;3,452822348;;;108,815241;85,7019523;2,104630873;;145,1;;;0,064559229;;;;1,420303043;;;;;25,8236917;;0,00;8,832993745;0,510183149;0,027380584;0,889659584;;0,314821184;0,786275614;0,94475299;0,188630088;0,288055929;0,104569555;0,518404808;0,223953789;0,889567704;;0,314821184;0,786275614;0,94475299;0,243093427;0,398935304;0,104569555;0,483367333;0,507083196
SERIE HISTÓRICA;2016;1806;Cardoso;;;0,070594445;17,64861113;;;;98,32104632;;105,1948353;69,26666667;;24,54086441;7,085525474;;;124,7760034;97,94716555;6,141716674;;139,1;;;0,070594445;;;;0,705944445;;;;;29,41435189;;0,00;19,29816799;0,579379597;0,085830301;0,883669151;;0,571875709;0,711536368;0,937724775;0,314917692;0,223159588;0,204642313;0,595044739;0,233280687;0,882740029;;0,571875709;0,711536368;0,937724775;0,377869124;0,361951957;0,204642313;0,544067985;0,571823747
SERIE HISTÓRICA;2016;1807;Olhos D'água;;;0;3,290491308;;;;70,88361711;;37,48203144;76,9;;4,342680745;1,890680806;;;90,25119037;82,05925139;10,85862132;;153,1;;;0,109683044;;;;0;;;;;17,54928698;;40,78015561;134,3726967;0,343912416;0,312927628;0,82564047;;0,145493907;0,802619101;0,952905874;0,221067091;0,042990364;0,81515263;0,35484934;0,381299319;0,825657864;;0,145493907;0,802619101;0,952905874;0,254626105;0,08282792;0,81515263;0,475917127;0,486865589
SERIE HISTÓRICA;2016;1901;Barro Preto;;;1,31161843;589,5724843;;;;485,649605;;933,4356911;92,26666667;;62,26662569;17,01382153;;;337,8379684;100;211,6624242;;140,1;;;0,163952304;;;;73,77853669;;;;;345,9393609;;0,00;50,34975249;0,867913516;0,83035918;0,93735883;;0,918220843;0,964092047;0,938955358;0,988214428;0,993936253;0,616872368;0,866044125;0,77323718;0,93727679;;0,918220843;0,964092047;0,938955358;0,830106706;0,926518912;0,616872368;0,917317785;0,883778629
SERIE HISTÓRICA;2016;1902;Centro;;;2,158867675;4371,928464;;;;65,67929198;;244,8180826;70,66666667;;40,84909774;9,739907159;;;372,7719633;99,44965768;190,7553335;;112,1;;;0;;;;194,8516465;;;;;341,5439373;;0,00;0;0,998940784;0,850233359;0,869508316;;0,75931656;0,961846846;0,893255702;0,455921225;0,993646087;0,161617587;0,996717864;0,816127089;0,86840399;;0,75931656;0,961846846;0,893255702;0,665192906;0,874433325;0,161617587;0,774829802;0,786382728
SERIE HISTÓRICA;2016;1903;Francisco Sales;;;2,53976129;595,1122476;;;;897,5105602;;845,0342296;92,275;;66,5370126;13,76346729;;;302,6358693;99,89677116;173,742761;;141,1;;;0,115443695;;;;79,65614954;;;;;397,1263107;;0,00;26,56359422;0,995209098;0,978654613;0,938648641;;0,908343767;0,955070324;0,940161624;0,970902958;0,996499735;0,505426111;0,990520015;0,579592493;0,93539215;;0,908343767;0,955070324;0,940161624;0,843484213;0,880997379;0,505426111;0,917734748;0,870116347
SERIE HISTÓRICA;2016;1904;Savassi;;;1,250505802;314,4936441;;;;447,0047592;;638,577677;86,56428571;;97,70008259;20,56450678;;;210,8302381;99,822448;39,75923241;;94,1;;;0;;;;50,19153424;;;;;94,55879488;;0,00;0;0,913386255;0,838924091;0,92826159;;0,977767022;0,882551759;0,847115213;0,655946459;0,908656092;0,102156458;0,911080847;0,830191843;0,927787577;;0,977767022;0,882551759;0,847115213;0,642844077;0,860690607;0,102156458;0,813977419;0,802631511
SERIE HISTÓRICA;2016;1905;Prudente de Morais;;;0,303930489;59,82365134;;;;274,3712293;;309,0969106;87,95;;72,17042223;13,21615524;;;123,5626755;96,41914799;29,98780829;;145,1;;;0,050655082;;;;13,67687202;;;;;35,96510792;;0,00;43,82171107;0,801526161;0,531630092;0,928171187;;0,913702434;0,859898473;0,94475299;0,422134562;0,781453302;0,409630399;0,764176637;0,73484521;0,900381588;;0,913702434;0,859898473;0,94475299;0,60124888;0,735508675;0,409630399;0,764481296;0,777312562
SERIE HISTÓRICA;2016;1906;Santo Antônio;;;0,371122301;88,6240055;;;;158,2075415;;229,4964643;79,66666667;;79,82514109;16,24675351;;;163,0842556;98,53320252;20,41172656;;132,1;;;0,11133669;;;;9,649179829;;;;;37,48335241;;0,00;22,64217159;0,878203574;0,599160191;0,92034017;;0,947518815;0,847191386;0,928387375;0,491431757;0,758295624;0,288848793;0,837498256;0,790361163;0,89793648;;0,947518815;0,847191386;0,928387375;0,491405538;0,721009428;0,288848793;0,772234408;0,760914487
SERIE HISTÓRICA;2016;1907;Anchieta/Sion;;;0,138269136;54,63935341;;;;168,0762374;;98,98095726;80,23333333;;82,18496188;15,2589822;;;142,3153097;98,9537813;16,5231617;;120,1;;;0;;;;9,90928805;;;;;32,49324686;;0,00;10,37248965;0,734894222;0,467477321;0,923162541;;0,944381999;0,839094559;0,909008118;0,31668569;0,732580847;0,177034734;0,726752415;0,711869105;0,910958186;;0,944381999;0,839094559;0,909008118;0,470645569;0,705168145;0,177034734;0,717618879;0,733616092
SERIE HISTÓRICA;2016;1908;Serra;;;0,175254295;57,26434102;;;;172,792145;;189,2619535;70,78;;79,3985204;14,8153256;;;152,5088661;98,54706126;19,27797249;;140,1;;;0,043813574;;;;11,3915292;;;;;40,30848794;;0,00;36,80778339;0,805996793;0,492209655;0,928455548;;0,938035822;0,839181245;0,938955358;0,846074853;0,743653995;0,365834041;0,772449108;0,719937547;0,910154767;;0,938035822;0,839181245;0,938955358;0,755549169;0,720734458;0,365834041;0,816078889;0,795413574
SERIE HISTÓRICA;2016;1909;Mangabeiras;;;0,786210021;44,81397117;;;;41,14323264;;0;0;;76,03541937;9,873401482;;;125,7429157;80,63429186;43,50362114;;151,1;;;0,131035003;;;;5,241400137;;;;;48,48295127;;12,94625834;147,6895524;0,397835583;0,534762363;0,320924187;;0,867071368;0,847118306;0,95098802;0,6939173;0,516039663;0,769138949;0,435039758;0,530936808;0,401521878;;0,867071368;0,847118306;0,95098802;0,653381112;0,619414232;0,769138949;0,680356596;0,698916967
SERIE HISTÓRICA;2016;1910;Säo Bento/Sta. Lúcia;;;0,231500319;96,22696602;;;;181,483909;;65,29918322;92,9;;79,03621532;12,66376572;;;159,4037632;90,08279258;49,54106831;;145,1;;;0,077166773;;;;12,34668369;;;;;54,78840888;;0,00;76,78865589;0,718282292;0,510498698;0,920816777;;0,917239243;0,890652039;0,94475299;0,896969756;0,732316784;0,544613336;0,71097362;0,508241507;0,904763779;;0,917239243;0,890652039;0,94475299;0,767681336;0,685343072;0,544613336;0,834002417;0,807596202
SERIE HISTÓRICA;2016;1911;Belvedere;;;0,26682884;88,12022449;;;;19,19069462;;41,24633683;89,85;;87,60651227;15,41243385;;;93,67254435;99,16760411;34,28750597;;151,1;;;0;;;;19,34509092;;;;;30,68531663;;0,00;60,44340304;0,87779986;0,512987067;0,759127904;;0,950685938;0,856473139;0,95098802;0,34672258;0,654829548;0,501719024;0,865296862;0,510576818;0,773459708;;0,950685938;0,856473139;0,95098802;0,482270918;0,639437838;0,501719024;0,737810085;0,755475265
SERIE HISTÓRICA;2016;1912;Barragem;;;0,127849804;0,639249019;;;;16,11737134;;0;0;;3,744145428;1,034743358;;;85,23756075;24,1992872;19,36924527;;152,1;;;0;;;;0;;;;;10,2279843;;21,21028245;79,84859495;0,15547028;0,397848668;0,334573194;;0,120297984;0,747419373;0,951956516;0;0,026035772;0,600536368;0,456625187;0,45883322;0,593034874;;0,120297984;0,747419373;0,951956516;0,276201851;0,432315744;0,600536368;0,335329308;0,476293944
SERIE HISTÓRICA;2016;1913;Cafezal;;;0,080597754;0,40298877;;;;66,72945017;;12,44660643;74,3;;3,78527352;0,893432588;;;135,8800118;43,40616747;6,649314712;;146,1;;;0,040298877;;;;0;;;;;18,13449467;;11,88010895;49,89403966;0,240747203;0,361965121;0,743879085;;0,118790635;0,745821467;0,945844693;0,132003494;0,044288849;0,447460512;0,410748045;0,507138892;0,775304248;;0,118790635;0,745821467;0,945844693;0,49450891;0,379410777;0,447460512;0,401541113;0,506813483
SERIE HISTÓRICA;2016;2001;Instituto Agronômico;;;0,189026108;42,79078526;;;;79,64490112;;190,0195533;82,02;;43,49712857;10,76786824;;;141,0221465;98,49090839;19,89499789;;130,1;;;0,023628264;;;;4,253087436;;;;;37,33265638;;0,00;13,2341904;0,53598306;0,327377459;0,907904562;;0,79097195;0,842604855;0,925471033;0,267133959;0,481157116;0,187075999;0,592210825;0,442667404;0,907803665;;0,79097195;0,842604855;0,925471033;0,402650651;0,638072543;0,187075999;0,634330147;0,675047071
SERIE HISTÓRICA;2016;2002;Boa Vista;;;0,042883439;8,898313655;;;;92,52382949;;82,47963123;72,63333333;;24,26831723;6,93198902;;;127,1224834;97,33293119;11,10681078;;126,1;;;0,085766879;;;;1,286503179;;;;;42,24018771;;0,00;18,63499855;0,458951902;0,035124861;0,885386061;;0,565540205;0,823863919;0,919277218;0,291816195;0,338352513;0,173025793;0,493795304;0,242468692;0,864964162;;0,565540205;0,823863919;0,919277218;0,392933177;0,502679169;0,173025793;0,556644104;0,592856129
SERIE HISTÓRICA;2016;2003;Floresta/Santa Tereza;;;0,233283868;135,2171622;;;;367,33471;;214,5170568;79,4;;48,30404937;11,25394072;;;150,4342855;96,56494474;39,62909713;;106,1;;;0,029160484;;;;6,998516049;;;;;51,90566069;;0,00;4,202025678;0,807541865;0,651704205;0,927925219;;0,821902802;0,87559441;0,87967629;0,53015839;0,636049652;0,169201051;0,801490828;0,769315547;0,927857239;;0,821902802;0,87559441;0,87967629;0,528707616;0,631387568;0,169201051;0,729098397;0,726340445
